Time_s,Truth_kph,RawMT_kph,RawValid,Method,Kalman_kph,KalmanAccel_kph_s
5.035,7.47453422569206,NaN,0,T,0,0
5.036,7.47553357255986,NaN,0,T,0,0
5.037,7.47653398697563,NaN,0,T,0,0
5.038,7.47753549833482,NaN,0,T,0,0
5.039,7.47853813601167,NaN,0,T,0,0
5.04,7.47954192935865,0,1,T,0,0
5.041,7.48054690770585,NaN,0,T,0,0
5.042,7.48155310036045,NaN,0,T,0,0
5.043,7.48256053660612,NaN,0,T,0,0
5.044,7.48356924570251,NaN,0,T,0,0
5.045,7.4845792568846,NaN,0,T,0,0
5.046,7.48559059936223,NaN,0,T,0,0
5.047,7.48660330231946,NaN,0,T,0,0
5.048,7.48761739491403,NaN,0,T,0,0
5.049,7.4886329062768,NaN,0,T,0,0
5.05,7.48964986551121,0,1,T,0,0
5.051,7.49066830169266,NaN,0,T,0,0
5.052,7.49168824386799,NaN,0,T,0,0
5.053,7.49270972105491,NaN,0,T,0,0
5.054,7.49373276224144,NaN,0,T,0,0
5.055,7.49475739638533,NaN,0,T,0,0
5.056,7.49578365241353,NaN,0,T,0,0
5.057,7.49681155922162,NaN,0,T,0,0
5.058,7.49784114567323,NaN,0,T,0,0
5.059,7.4988724405995,NaN,0,T,0,0
5.06,7.49990547279854,0,1,T,0,0
5.061,7.50094027103483,NaN,0,T,0,0
5.062,7.5019768640387,NaN,0,T,0,0
5.063,7.50301528050576,NaN,0,T,0,0
5.064,7.50405554909634,NaN,0,T,0,0
5.065,7.50509769843496,NaN,0,T,0,0
5.066,7.50614175710973,NaN,0,T,0,0
5.067,7.50718775367184,NaN,0,T,0,0
5.068,7.508235716635,NaN,0,T,0,0
5.069,7.50928567447487,NaN,0,T,0,0
5.07,7.51033765562853,0,1,T,0,0
5.071,7.51139168849391,NaN,0,T,0,0
5.072,7.51244780142925,NaN,0,T,0,0
5.073,7.51350602275256,NaN,0,T,0,0
5.074,7.51456638074106,NaN,0,T,0,0
5.075,7.51562890363065,NaN,0,T,0,0
5.076,7.51669361961533,NaN,0,T,0,0
5.077,7.51776055684669,NaN,0,T,0,0
5.078,7.51882974343335,NaN,0,T,0,0
5.079,7.51990120744041,NaN,0,T,0,0
5.08,7.52097497688892,0,1,T,0,0
5.081,7.52205107975534,NaN,0,T,0,0
5.082,7.52312954397098,NaN,0,T,0,0
5.083,7.52421039742148,NaN,0,T,0,0
5.084,7.52529366794624,NaN,0,T,0,0
5.085,7.52637938333794,NaN,0,T,0,0
5.086,7.52746757134194,NaN,0,T,0,0
5.087,7.52855825965578,NaN,0,T,0,0
5.088,7.52965147592861,NaN,0,T,0,0
5.089,7.53074724776071,NaN,0,T,0,0
5.09,7.53184560270291,0,1,T,0,0
5.091,7.53294656825607,NaN,0,T,0,0
5.092,7.53405017187054,NaN,0,T,0,0
5.093,7.53515644094566,NaN,0,T,0,0
5.094,7.5362654028292,NaN,0,T,0,0
5.095,7.53737708481683,NaN,0,T,0,0
5.096,7.53849151415161,NaN,0,T,0,0
5.097,7.53960871802345,NaN,0,T,0,0
5.098,7.54072872356859,NaN,0,T,0,0
5.099,7.54185155786907,NaN,0,T,0,0
5.1,7.54297724795222,0,1,T,0,0
5.101,7.54410582079013,NaN,0,T,0,0
5.102,7.54523730329909,NaN,0,T,0,0
5.103,7.54637172233914,NaN,0,T,0,0
5.104,7.54750910471351,NaN,0,T,0,0
5.105,7.54864947716809,NaN,0,T,0,0
5.106,7.54979286639094,NaN,0,T,0,0
5.107,7.55093929901176,NaN,0,T,0,0
5.108,7.55208880160138,NaN,0,T,0,0
5.109,7.55324140067125,NaN,0,T,0,0
5.11,7.55439712267289,0,1,T,0,0
5.111,7.55555599399745,NaN,0,T,0,0
5.112,7.55671804097512,NaN,0,T,0,0
5.113,7.5578832898747,NaN,0,T,0,0
5.114,7.55905176690302,NaN,0,T,0,0
5.115,7.56022349820446,NaN,0,T,0,0
5.116,7.56139850986047,NaN,0,T,0,0
5.117,7.56257682788904,NaN,0,T,0,0
5.118,7.56375847824418,NaN,0,T,0,0
5.119,7.56494348681546,NaN,0,T,0,0
5.12,7.56613187942748,0,1,T,0,0
5.121,7.56732368183938,NaN,0,T,0,0
5.122,7.56851891974433,NaN,0,T,0,0
5.123,7.56971761876905,NaN,0,T,0,0
5.124,7.5709198044733,NaN,0,T,0,0
5.125,7.57212550234942,NaN,0,T,0,0
5.126,7.57333473782176,NaN,0,T,0,0
5.127,7.57454753624629,NaN,0,T,0,0
5.128,7.57576392291001,NaN,0,T,0,0
5.129,7.57698392303054,NaN,0,T,0,0
5.13,7.57820756175559,0,1,T,0,0
5.131,7.57943486416248,NaN,0,T,0,0
5.132,7.58066585525766,NaN,0,T,0,0
5.133,7.58190055997623,NaN,0,T,0,0
5.134,7.58313900318145,NaN,0,T,0,0
5.135,7.58438120966424,NaN,0,T,0,0
5.136,7.58562720414276,NaN,0,T,0,0
5.137,7.58687701126187,NaN,0,T,0,0
5.138,7.58813065559267,NaN,0,T,0,0
5.139,7.58938816163206,NaN,0,T,0,0
5.14,7.59064955380221,0,1,T,0,0
5.141,7.59191485645012,NaN,0,T,0,0
5.142,7.59318409384716,NaN,0,T,0,0
5.143,7.59445729018856,NaN,0,T,0,0
5.144,7.595734469593,NaN,0,T,0,0
5.145,7.59701565610208,NaN,0,T,0,0
5.146,7.59830087367989,NaN,0,T,0,0
5.147,7.59959014621255,NaN,0,T,0,0
5.148,7.60088349750774,NaN,0,T,0,0
5.149,7.60218095129424,NaN,0,T,0,0
5.15,7.60348253122146,0,1,T,0,0
5.151,7.60478826085899,NaN,0,T,0,0
5.152,7.60609816369616,NaN,0,T,0,0
5.153,7.60741226314157,NaN,0,T,0,0
5.154,7.60873058252263,NaN,0,T,0,0
5.155,7.61005314508512,NaN,0,T,0,0
5.156,7.61137997399275,NaN,0,T,0,0
5.157,7.61271109232668,NaN,0,T,0,0
5.158,7.61404652308511,NaN,0,T,0,0
5.159,7.61538628918281,NaN,0,T,0,0
5.16,7.61673041345069,0,1,T,0,0
5.161,7.61807891863536,NaN,0,T,0,0
5.162,7.61943182739868,NaN,0,T,0,0
5.163,7.6207891623173,NaN,0,T,0,0
5.164,7.62215094588229,NaN,0,T,0,0
5.165,7.62351720049864,NaN,0,T,0,0
5.166,7.62488794848485,NaN,0,T,0,0
5.167,7.62626321207251,NaN,0,T,0,0
5.168,7.62764301340585,NaN,0,T,0,0
5.169,7.62902737454131,NaN,0,T,0,0
5.17,7.63041631744715,0,1,T,0,0
5.171,7.63180986400298,NaN,0,T,0,0
5.172,7.63320803599936,NaN,0,T,0,0
5.173,7.63461085513736,NaN,0,T,0,0
5.174,7.63601834302818,NaN,0,T,0,0
5.175,7.63743052119269,NaN,0,T,0,0
5.176,7.63884741106103,NaN,0,T,0,0
5.177,7.64026903397219,NaN,0,T,0,0
5.178,7.64169541117361,NaN,0,T,0,0
5.179,7.64312656382077,NaN,0,T,0,0
5.18,7.64456251297675,0,1,T,0,0
5.181,7.64600327961186,NaN,0,T,0,0
5.182,7.64744888460322,NaN,0,T,0,0
5.183,7.64889934873435,NaN,0,T,0,0
5.184,7.65035469269476,NaN,0,T,0,0
5.185,7.65181493707959,NaN,0,T,0,0
5.186,7.65328010238915,NaN,0,T,0,0
5.187,7.6547502090286,NaN,0,T,0,0
5.188,7.65622527730748,NaN,0,T,0,0
5.189,7.65770532743936,NaN,0,T,0,0
5.19,7.65919037954144,0,1,T,0,0
5.191,7.66068045363416,NaN,0,T,0,0
5.192,7.66217556964081,NaN,0,T,0,0
5.193,7.66367574738716,NaN,0,T,0,0
5.194,7.66518100660103,NaN,0,T,0,0
5.195,7.66669136691198,NaN,0,T,0,0
5.196,7.66820684785088,NaN,0,T,0,0
5.197,7.66972746884954,NaN,0,T,0,0
5.198,7.67125324924034,NaN,0,T,0,0
5.199,7.67278420825585,NaN,0,T,0,0
5.2,7.67432036502847,0,1,T,0,0
5.201,7.67586173859006,NaN,0,T,0,0
5.202,7.67740834787154,NaN,0,T,0,0
5.203,7.67896021170257,NaN,0,T,0,0
5.204,7.68051734881116,NaN,0,T,0,0
5.205,7.68207977782331,NaN,0,T,0,0
5.206,7.68364751726264,NaN,0,T,0,0
5.207,7.68522058555006,NaN,0,T,0,0
5.208,7.68679900100338,NaN,0,T,0,0
5.209,7.688382781837,NaN,0,T,0,0
5.21,7.6899719461615,0,1,T,0,0
5.211,7.69156651198333,NaN,0,T,0,0
5.212,7.69316649720446,NaN,0,T,0,0
5.213,7.69477191962202,NaN,0,T,0,0
5.214,7.69638279692794,NaN,0,T,0,0
5.215,7.69799914670867,NaN,0,T,0,0
5.216,7.69962098644476,NaN,0,T,0,0
5.217,7.70124833351058,NaN,0,T,0,0
5.218,7.70288120517397,NaN,0,T,0,0
5.219,7.70451961859587,NaN,0,T,0,0
5.22,7.70616359083005,0,1,T,0,0
5.221,7.70781313882273,NaN,0,T,0,0
5.222,7.70946827941229,NaN,0,T,0,0
5.223,7.71112902932889,NaN,0,T,0,0
5.224,7.71279540519422,NaN,0,T,0,0
5.225,7.71446742352111,NaN,0,T,0,0
5.226,7.71614510071325,NaN,0,T,0,0
5.227,7.71782845306487,NaN,0,T,0,0
5.228,7.71951749676041,NaN,0,T,0,0
5.229,7.72121224787421,NaN,0,T,0,0
5.23,7.72291272237022,0,1,T,0,0
5.231,7.72461893610166,NaN,0,T,0,0
5.232,7.72633090481072,NaN,0,T,0,0
5.233,7.72804864412829,NaN,0,T,0,0
5.234,7.72977216957361,NaN,0,T,0,0
5.235,7.73150149655401,NaN,0,T,0,0
5.236,7.73323664036455,NaN,0,T,0,0
5.237,7.73497761618783,NaN,0,T,0,0
5.238,7.73672443909357,NaN,0,T,0,0
5.239,7.73847712403844,NaN,0,T,0,0
5.24,7.74023568586567,0,1,T,0,0
5.241,7.74200013930481,NaN,0,T,0,0
5.242,7.74377049897147,NaN,0,T,0,0
5.243,7.74554677936698,NaN,0,T,0,0
5.244,7.74732899487814,NaN,0,T,0,0
5.245,7.74911715977695,NaN,0,T,0,0
5.246,7.75091128822031,NaN,0,T,0,0
5.247,7.75271139424977,NaN,0,T,0,0
5.248,7.75451749179124,NaN,0,T,0,0
5.249,7.75632959465472,NaN,0,T,0,0
5.25,7.75814771653407,0,1,T,0,0
5.251,7.75997187100669,NaN,0,T,0,0
5.252,7.76180207153328,NaN,0,T,0,0
5.253,7.7636383314576,NaN,0,T,0,0
5.254,7.76548066400619,NaN,0,T,0,0
5.255,7.76732908228811,NaN,0,T,0,0
5.256,7.7691835992947,NaN,0,T,0,0
5.257,7.77104422789933,NaN,0,T,0,0
5.258,7.77291098085715,NaN,0,T,0,0
5.259,7.7747838708048,NaN,0,T,0,0
5.26,7.77666291026025,0,1,T,0,0
5.261,7.77854811162249,NaN,0,T,0,0
5.262,7.78043948717132,NaN,0,T,0,0
5.263,7.78233704906709,NaN,0,T,0,0
5.264,7.78424080935049,NaN,0,T,0,0
5.265,7.7861507799423,NaN,0,T,0,0
5.266,7.78806697264318,NaN,0,T,0,0
5.267,7.78998939913341,NaN,0,T,0,0
5.268,7.79191807097268,NaN,0,T,0,0
5.269,7.79385299959988,NaN,0,T,0,0
5.27,7.79579419633287,0,1,T,0,0
5.271,7.79774167236823,NaN,0,T,0,0
5.272,7.79969543878111,NaN,0,T,0,0
5.273,7.80165550652493,NaN,0,T,0,0
5.274,7.80362188643127,NaN,0,T,0,0
5.275,7.80559458920955,NaN,0,T,0,0
5.276,7.80757362544691,NaN,0,T,0,0
5.277,7.80955900560797,NaN,0,T,0,0
5.278,7.81155074003462,NaN,0,T,0,0
5.279,7.81354883894584,NaN,0,T,0,0
5.28,7.8155533124375,0,1,T,0,0
5.281,7.81756417048213,NaN,0,T,0,0
5.282,7.81958142292878,NaN,0,T,0,0
5.283,7.82160507950281,NaN,0,T,0,0
5.284,7.82363514980566,NaN,0,T,0,0
5.285,7.82567164331473,NaN,0,T,0,0
5.286,7.82771456938317,NaN,0,T,0,0
5.287,7.82976393723967,NaN,0,T,0,0
5.288,7.83181975598834,NaN,0,T,0,0
5.289,7.83388203460847,NaN,0,T,0,0
5.29,7.83595078195441,0,1,T,0,0
5.291,7.83802600675537,NaN,0,T,0,0
5.292,7.84010771761525,NaN,0,T,0,0
5.293,7.8421959230125,NaN,0,T,0,0
5.294,7.84429063129991,NaN,0,T,0,0
5.295,7.84639185070449,NaN,0,T,0,0
5.296,7.84849958932732,NaN,0,T,0,0
5.297,7.85061385514332,NaN,0,T,0,0
5.298,7.85273465600118,NaN,0,T,0,0
5.299,7.85486199962317,NaN,0,T,0,0
5.3,7.85699589360498,0,1,T,0,0
5.301,7.85913634541561,NaN,0,T,0,0
5.302,7.86128336239717,NaN,0,T,0,0
5.303,7.86343695176482,NaN,0,T,0,0
5.304,7.86559712060652,NaN,0,T,0,0
5.305,7.867763875883,NaN,0,T,0,0
5.306,7.86993722442757,NaN,0,T,0,0
5.307,7.87211717294599,NaN,0,T,0,0
5.308,7.87430372801634,NaN,0,T,0,0
5.309,7.87649689608892,NaN,0,T,0,0
5.31,7.87869668348609,0,1,T,0,0
5.311,7.88090309640216,NaN,0,T,0,0
5.312,7.8831161409033,NaN,0,T,0,0
5.313,7.88533582292737,NaN,0,T,0,0
5.314,7.88756214828384,NaN,0,T,0,0
5.315,7.88979512265367,NaN,0,T,0,0
5.316,7.89203475158919,NaN,0,T,0,0
5.317,7.89428104051401,NaN,0,T,0,0
5.318,7.8965339947229,NaN,0,T,0,0
5.319,7.89879361938172,NaN,0,T,0,0
5.32,7.90105991952725,0,1,T,0,0
5.321,7.90333290006716,NaN,0,T,0,0
5.322,7.90561256577991,NaN,0,T,0,0
5.323,7.90789892131461,NaN,0,T,0,0
5.324,7.91019197119097,NaN,0,T,0,0
5.325,7.91249171979921,NaN,0,T,0,0
5.326,7.91479817139994,NaN,0,T,0,0
5.327,7.91711133012415,NaN,0,T,0,0
5.328,7.91943119997304,NaN,0,T,0,0
5.329,7.92175778481801,NaN,0,T,0,0
5.33,7.92409108840056,0,1,T,0,0
5.331,7.92643111433223,NaN,0,T,0,0
5.332,7.9287778660945,NaN,0,T,0,0
5.333,7.93113134703875,NaN,0,T,0,0
5.334,7.93349156038619,NaN,0,T,0,0
5.335,7.93585850922779,NaN,0,T,0,0
5.336,7.93823219652425,NaN,0,T,0,0
5.337,7.94061262510589,NaN,0,T,0,0
5.338,7.94299979767263,NaN,0,T,0,0
5.339,7.94539371679394,NaN,0,T,0,0
5.34,7.94779438490878,0,1,T,0,0
5.341,7.95020180432556,NaN,0,T,0,0
5.342,7.95261597722207,NaN,0,T,0,0
5.343,7.95503690564547,NaN,0,T,0,0
5.344,7.95746459151225,NaN,0,T,0,0
5.345,7.95989903660817,NaN,0,T,0,0
5.346,7.96234024258823,NaN,0,T,0,0
5.347,7.96478821097666,NaN,0,T,0,0
5.348,7.96724294316687,NaN,0,T,0,0
5.349,7.96970444042141,NaN,0,T,0,0
5.35,7.97217270387199,0,1,T,0,0
5.351,7.97464773451943,NaN,0,T,0,0
5.352,7.97712953323363,NaN,0,T,0,0
5.353,7.97961810075356,NaN,0,T,0,0
5.354,7.98211343768728,NaN,0,T,0,0
5.355,7.98461554451187,NaN,0,T,0,0
5.356,7.98712442157346,NaN,0,T,0,0
5.357,7.98964006908723,NaN,0,T,0,0
5.358,7.99216248713736,NaN,0,T,0,0
5.359,7.99469167567709,NaN,0,T,0,0
5.36,7.99722763452866,0,1,T,0,0
5.361,7.99977036338337,NaN,0,T,0,0
5.362,8.00231986180153,NaN,0,T,0,0
5.363,8.00487612921252,NaN,0,T,0,0
5.364,8.00743916491476,NaN,0,T,0,0
5.365,8.01000896807576,NaN,0,T,0,0
5.366,8.0125855377321,NaN,0,T,0,0
5.367,8.01516887278948,NaN,0,T,0,0
5.368,8.01775897202273,NaN,0,T,0,0
5.369,8.0203558340758,NaN,0,T,0,0
5.37,8.02295945746186,0,1,T,0,0
5.371,8.02556984056326,NaN,0,T,0,0
5.372,8.02818698163159,NaN,0,T,0,0
5.373,8.03081087878772,NaN,0,T,0,0
5.374,8.03344153002182,NaN,0,T,0,0
5.375,8.03607893319341,NaN,0,T,0,0
5.376,8.03872308603139,NaN,0,T,0,0
5.377,8.04137398613411,NaN,0,T,0,0
5.378,8.04403163096939,NaN,0,T,0,0
5.379,8.04669601787456,NaN,0,T,0,0
5.38,8.04936714405655,0,1,T,0,0
5.381,8.05204500659191,NaN,0,T,0,0
5.382,8.05472960242689,NaN,0,T,0,0
5.383,8.05742092837749,NaN,0,T,0,0
5.384,8.0601189811295,NaN,0,T,0,0
5.385,8.06282375723861,NaN,0,T,0,0
5.386,8.06553525313043,NaN,0,T,0,0
5.387,8.06825346510059,NaN,0,T,0,0
5.388,8.0709783893148,NaN,0,T,0,0
5.389,8.07371002180893,NaN,0,T,0,0
5.39,8.07644835848907,0,1,T,0,0
5.391,8.07919339513163,NaN,0,T,0,0
5.392,8.08194512738342,NaN,0,T,0,0
5.393,8.08470355076172,NaN,0,T,0,0
5.394,8.08746866065436,NaN,0,T,0,0
5.395,8.09024045231986,NaN,0,T,0,0
5.396,8.09301892088744,NaN,0,T,0,0
5.397,8.09580406135719,NaN,0,T,0,0
5.398,8.09859586860014,NaN,0,T,0,0
5.399,8.10139433735833,NaN,0,T,0,0
5.4,8.10419946224496,0,1,T,0,0
5.401,8.10701123774445,NaN,0,T,0,0
5.402,8.1098296582126,NaN,0,T,0,0
5.403,8.11265471787663,NaN,0,T,0,0
5.404,8.11548641083535,NaN,0,T,0,0
5.405,8.11832473105925,NaN,0,T,0,0
5.406,8.12116967239061,NaN,0,T,0,0
5.407,8.12402122854366,NaN,0,T,0,0
5.408,8.12687939310462,NaN,0,T,0,0
5.409,8.12974415953192,NaN,0,T,0,0
5.41,8.13261552115626,0,1,T,0,0
5.411,8.13549347118075,NaN,0,T,0,0
5.412,8.13837800268108,NaN,0,T,0,0
5.413,8.1412691086056,NaN,0,T,0,0
5.414,8.14416678177549,NaN,0,T,0,0
5.415,8.1470710148849,NaN,0,T,0,0
5.416,8.14998180050106,NaN,0,T,0,0
5.417,8.15289913106447,NaN,0,T,0,0
5.418,8.15582299888902,NaN,0,T,0,0
5.419,8.15875339616211,NaN,0,T,0,0
5.42,8.16169031494487,0,1,T,0,0
5.421,8.16463374717225,NaN,0,T,0,0
5.422,8.16758368465322,NaN,0,T,0,0
5.423,8.17054011907089,NaN,0,T,0,0
5.424,8.1735030419827,NaN,0,T,0,0
5.425,8.17647244482058,NaN,0,T,0,0
5.426,8.17944831889111,NaN,0,T,0,0
5.427,8.18243065537568,NaN,0,T,0,0
5.428,8.18541944533066,NaN,0,T,0,0
5.429,8.18841467968761,NaN,0,T,0,0
5.43,8.19141634925339,0,1,T,0,0
5.431,8.19442444471042,NaN,0,T,0,0
5.432,8.19743895661677,NaN,0,T,0,0
5.433,8.2004598754064,NaN,0,T,0,0
5.434,8.20348719138936,NaN,0,T,0,0
5.435,8.20652089475193,NaN,0,T,0,0
5.436,8.2095609755568,NaN,0,T,0,0
5.437,8.21260742374336,NaN,0,T,0,0
5.438,8.21566022912777,NaN,0,T,0,0
5.439,8.21871938140324,NaN,0,T,0,0
5.44,8.22178487014019,0,1,T,0,0
5.441,8.22485668478647,NaN,0,T,0,0
5.442,8.22793481466756,NaN,0,T,0,0
5.443,8.23101924898679,NaN,0,T,0,0
5.444,8.2341099768255,NaN,0,T,0,0
5.445,8.23720698714333,NaN,0,T,0,0
5.446,8.24031026877834,NaN,0,T,0,0
5.447,8.24341981044732,NaN,0,T,0,0
5.448,8.24653560074593,NaN,0,T,0,0
5.449,8.24965762814898,NaN,0,T,0,0
5.45,8.25278588101061,0,1,T,0,0
5.451,8.25592034756453,NaN,0,T,0,0
5.452,8.25906101592427,NaN,0,T,0,0
5.453,8.26220787408337,NaN,0,T,0,0
5.454,8.26536090991564,NaN,0,T,0,0
5.455,8.26852011117539,NaN,0,T,0,0
5.456,8.27168546549765,NaN,0,T,0,0
5.457,8.27485696039844,NaN,0,T,0,0
5.458,8.27803458327498,NaN,0,T,0,0
5.459,8.28121832140596,NaN,0,T,0,0
5.46,8.28440816195177,0,1,T,0,0
5.461,8.28760409195475,NaN,0,T,0,0
5.462,8.29080609833943,NaN,0,T,0,0
5.463,8.29401416791283,NaN,0,T,0,0
5.464,8.29722828736466,NaN,0,T,0,0
5.465,8.30044844326758,NaN,0,T,0,0
5.466,8.30367462207752,NaN,0,T,0,0
5.467,8.30690681013387,NaN,0,T,0,0
5.468,8.31014499365979,NaN,0,T,0,0
5.469,8.31338915876244,NaN,0,T,0,0
5.47,8.3166392914333,0,1,T,0,0
5.471,8.3198953775484,NaN,0,T,0,0
5.472,8.32315740286859,NaN,0,T,0,0
5.473,8.32642535303984,NaN,0,T,0,0
5.474,8.32969921359351,NaN,0,T,0,0
5.475,8.33297896994663,NaN,0,T,0,0
5.476,8.33626460740217,NaN,0,T,0,0
5.477,8.33955611114934,NaN,0,T,0,0
5.478,8.34285346626386,NaN,0,T,0,0
5.479,8.34615665770828,NaN,0,T,0,0
5.48,8.34946567033222,0,1,T,0,0
5.481,8.35278048887272,NaN,0,T,0,0
5.482,8.35610109795451,NaN,0,T,0,0
5.483,8.35942748209026,NaN,0,T,0,0
5.484,8.36275962568099,NaN,0,T,0,0
5.485,8.36609751301626,NaN,0,T,0,0
5.486,8.36944112827453,NaN,0,T,0,0
5.487,8.37279045552347,NaN,0,T,0,0
5.488,8.37614547872026,NaN,0,T,0,0
5.489,8.37950618171186,NaN,0,T,0,0
5.49,8.38287254823539,0,1,T,0,0
5.491,8.38624456191841,NaN,0,T,0,0
5.492,8.38962220627922,NaN,0,T,0,0
5.493,8.39300546472722,NaN,0,T,0,0
5.494,8.39639432056319,NaN,0,T,0,0
5.495,8.39978875697964,NaN,0,T,0,0
5.496,8.40318875706114,NaN,0,T,0,0
5.497,8.40659430378462,NaN,0,T,0,0
5.498,8.41000538001971,NaN,0,T,0,0
5.499,8.41342196852908,NaN,0,T,0,0
5.5,8.41684405196877,0,1,T,0,0
5.501,8.42027161288852,NaN,0,T,0,0
5.502,8.42370463373213,NaN,0,T,0,0
5.503,8.42714309683775,NaN,0,T,0,0
5.504,8.43058698443827,NaN,0,T,0,0
5.505,8.43403627866164,NaN,0,T,0,0
5.506,8.43749096153125,NaN,0,T,0,0
5.507,8.4409510149662,NaN,0,T,0,0
5.508,8.44441642078174,NaN,0,T,0,0
5.509,8.44788716068957,NaN,0,T,0,0
5.51,8.45136321629819,0,1,T,0,0
5.511,8.4548445691133,NaN,0,T,0,0
5.512,8.45833120053811,NaN,0,T,0,0
5.513,8.46182309187371,NaN,0,T,0,0
5.514,8.46532022431946,NaN,0,T,0,0
5.515,8.46882257897332,NaN,0,T,0,0
5.516,8.47233013683225,NaN,0,T,0,0
5.517,8.47584287879253,NaN,0,T,0,0
5.518,8.47936078565016,NaN,0,T,0,0
5.519,8.48288383810125,NaN,0,T,0,0
5.52,8.48641201674237,0,1,T,0,0
5.521,8.48994530207089,NaN,0,T,0,0
5.522,8.49348367448543,NaN,0,T,0,0
5.523,8.4970271142862,NaN,0,T,0,0
5.524,8.50057560167537,NaN,0,T,0,0
5.525,8.50412911675749,NaN,0,T,0,0
5.526,8.50768763953981,NaN,0,T,0,0
5.527,8.51125114993276,NaN,0,T,0,0
5.528,8.51481962775027,NaN,0,T,0,0
5.529,8.51839305271014,NaN,0,T,0,0
5.53,8.52197140443453,0,1,T,0,0
5.531,8.52555466245026,NaN,0,T,0,0
5.532,8.52914280618926,NaN,0,T,0,0
5.533,8.53273581498892,NaN,0,T,0,0
5.534,8.53633366809254,NaN,0,T,0,0
5.535,8.5399363446497,NaN,0,T,0,0
5.536,8.5435438237167,NaN,0,T,0,0
5.537,8.5471560842569,NaN,0,T,0,0
5.538,8.55077310514118,NaN,0,T,0,0
5.539,8.55439486514835,NaN,0,T,0,0
5.54,8.55802134296552,0,1,T,0,0
5.541,8.56165251718855,NaN,0,T,0,0
5.542,8.56528836632245,NaN,0,T,0,0
5.543,8.5689288687818,NaN,0,T,0,0
5.544,8.57257400289115,NaN,0,T,0,0
5.545,8.57622374688546,NaN,0,T,0,0
5.546,8.57987807891054,NaN,0,T,0,0
5.547,8.5835369770234,NaN,0,T,0,0
5.548,8.58720041919276,NaN,0,T,0,0
5.549,8.59086838329943,NaN,0,T,0,0
5.55,8.59454084713672,0,1,T,0,0
5.551,8.59821778841094,NaN,0,T,0,0
5.552,8.60189918474174,NaN,0,T,0,0
5.553,8.60558501366263,NaN,0,T,0,0
5.554,8.60927525262136,NaN,0,T,0,0
5.555,8.61296987898034,NaN,0,T,0,0
5.556,8.61666887001716,NaN,0,T,0,0
5.557,8.62037220292496,NaN,0,T,0,0
5.558,8.62407985481285,7.31114394311389,1,T,0.38454364382033,1.04978970052417
5.559,8.62779180270646,NaN,0,T,0.385593433520854,1.04978970052417
5.56,8.63150802354826,NaN,0,T,0.386643223221379,1.04978970052417
5.561,8.63522849419808,NaN,0,T,0.387693012921902,1.04978970052417
5.562,8.63895319143356,NaN,0,T,0.388742802622427,1.04978970052417
5.563,8.64268209195055,NaN,0,T,0.38979259232295,1.04978970052417
5.564,8.64641517236361,NaN,0,T,0.390842382023475,1.04978970052417
5.565,8.65015240920644,NaN,0,T,0.391892171723999,1.04978970052417
5.566,8.65389377893232,NaN,0,T,0.392941961424523,1.04978970052417
5.567,8.65763925791459,NaN,0,T,0.393991751125047,1.04978970052417
5.568,8.66138882244712,NaN,0,T,0.395041540825572,1.04978970052417
5.569,8.66514244874472,NaN,0,T,0.396091330526096,1.04978970052417
5.57,8.66890011294363,0,1,T,0.37602376430765,0.99213178351472
5.571,8.672661791102,NaN,0,T,0.377015896091164,0.99213178351472
5.572,8.67642745920031,NaN,0,T,0.378008027874679,0.99213178351472
5.573,8.68019709314187,NaN,0,T,0.379000159658194,0.99213178351472
5.574,8.68397066875327,NaN,0,T,0.379992291441708,0.99213178351472
5.575,8.68774816178485,NaN,0,T,0.380984423225223,0.99213178351472
5.576,8.69152954791117,NaN,0,T,0.381976555008738,0.99213178351472
5.577,8.69531480273148,NaN,0,T,0.382968686792252,0.99213178351472
5.578,8.6991039017702,NaN,0,T,0.383960818575767,0.99213178351472
5.579,8.70289682047736,NaN,0,T,0.384952950359281,0.99213178351472
5.58,8.70669353422914,0,1,T,0.365423487862258,0.936102209434259
5.581,8.71049401832827,NaN,0,T,0.366359590071693,0.936102209434259
5.582,8.71429824800457,NaN,0,T,0.367295692281127,0.936102209434259
5.583,8.7181061984154,NaN,0,T,0.368231794490561,0.936102209434259
5.584,8.72191784464614,NaN,0,T,0.369167896699996,0.936102209434259
5.585,8.72573316171067,NaN,0,T,0.370103998909429,0.936102209434259
5.586,8.72955212455187,NaN,0,T,0.371040101118864,0.936102209434259
5.587,8.73337470804209,NaN,0,T,0.371976203328298,0.936102209434259
5.588,8.73720088698365,NaN,0,T,0.372912305537732,0.936102209434259
5.589,8.7410306361093,NaN,0,T,0.373848407747167,0.936102209434259
5.59,8.74486393008275,0,1,T,0.354856774697457,0.881695581095958
5.591,8.74870074349912,NaN,0,T,0.355738470278554,0.881695581095958
5.592,8.75254105088544,NaN,0,T,0.35662016585965,0.881695581095958
5.593,8.75638482670118,NaN,0,T,0.357501861440745,0.881695581095958
5.594,8.7602320453387,NaN,0,T,0.358383557021842,0.881695581095958
5.595,8.76408268112375,NaN,0,T,0.359265252602937,0.881695581095958
5.596,8.767936708316,NaN,0,T,0.360146948184033,0.881695581095958
5.597,8.77179410110949,NaN,0,T,0.36102864376513,0.881695581095958
5.598,8.77565483363318,NaN,0,T,0.361910339346225,0.881695581095958
